movie_id_raw,title,Genres,movie_idx,genres_list,genre_Action,genre_Adventure,genre_Animation,genre_Children's,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Fantasy,genre_Film-Noir,genre_Horror,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Thriller,genre_War,genre_Western
18,Four Rooms (1995),Thriller,17,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19,Ace Ventura: When Nature Calls (1995),Comedy,18,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Money Train (1995),Action,19,['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Get Shorty (1995),Action|Comedy|Drama,20,"['Action', 'Comedy', 'Drama']",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
22,Copycat (1995),Crime|Drama|Thriller,21,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
23,Assassins (1995),Thriller,22,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24,Powder (1995),Drama|Sci-Fi,23,"['Drama', 'Sci-Fi']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
25,Leaving Las Vegas (1995),Drama|Romance,24,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
26,Othello (1995),Drama,25,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,Now and Then (1995),Drama,26,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28,Persuasion (1995),Romance,27,['Romance'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29,"City of Lost Children, The (1995)",Adventure|Sci-Fi,28,"['Adventure', 'Sci-Fi']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Drama,29,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,Dangerous Minds (1995),Drama,30,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32,Twelve Monkeys (1995),Drama|Sci-Fi,31,"['Drama', 'Sci-Fi']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
33,Wings of Courage (1995),Adventure|Romance,32,"['Adventure', 'Romance']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34,Babe (1995),Children's|Comedy|Drama,33,"[""Children's"", 'Comedy', 'Drama']",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
35,Carrington (1995),Drama|Romance,34,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
36,Dead Man Walking (1995),Drama,35,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37,Across the Sea of Time (1995),Documentary,36,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38,It Takes Two (1995),Comedy,37,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Clueless (1995),Comedy|Romance,38,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
40,"Cry, the Beloved Country (1995)",Drama,39,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
41,Richard III (1995),Drama|War,40,"['Drama', 'War']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
42,Dead Presidents (1995),Action|Crime|Drama,41,"['Action', 'Crime', 'Drama']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
43,Restoration (1995),Drama,42,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
44,Mortal Kombat (1995),Action|Adventure,43,"['Action', 'Adventure']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,To Die For (1995),Comedy|Drama,44,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
46,How to Make an American Quilt (1995),Drama|Romance,45,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
47,Seven (Se7en) (1995),Crime|Thriller,46,"['Crime', 'Thriller']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
48,Pocahontas (1995),Animation|Children's|Musical|Romance,47,"['Animation', ""Children's"", 'Musical', 'Romance']",0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
49,When Night Is Falling (1995),Drama|Romance,48,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
50,"Usual Suspects, The (1995)",Crime|Thriller,49,"['Crime', 'Thriller']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
52,Mighty Aphrodite (1995),Comedy,50,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Lamerica (1994),Drama,51,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
54,"Big Green, The (1995)",Children's|Comedy,52,"[""Children's"", 'Comedy']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Georgia (1995),Drama,53,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
56,Kids of the Round Table (1995),Adventure|Children's|Fantasy,54,"['Adventure', ""Children's"", 'Fantasy']",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57,Home for the Holidays (1995),Drama,55,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58,"Postino, Il (The Postman) (1994)",Drama|Romance,56,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
59,"Confessional, The (Le Confessionnal) (1995)",Drama|Mystery,57,"['Drama', 'Mystery']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
60,"Indian in the Cupboard, The (1995)",Adventure|Children's|Fantasy,58,"['Adventure', ""Children's"", 'Fantasy']",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
61,Eye for an Eye (1996),Drama|Thriller,59,"['Drama', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
62,Mr. Holland's Opus (1995),Drama,60,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy,61,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Two if by Sea (1996),Comedy|Romance,62,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
65,Bio-Dome (1996),Comedy,63,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Lawnmower Man 2: Beyond Cyberspace (1996),Sci-Fi|Thriller,64,"['Sci-Fi', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
67,Two Bits (1995),Drama,65,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
68,French Twist (Gazon maudit) (1995),Comedy|Romance,66,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
69,Friday (1995),Comedy,67,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
70,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,68,"['Action', 'Comedy', 'Crime', 'Horror', 'Thriller']",1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
71,Fair Game (1995),Action,69,['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Kicking and Screaming (1995),Comedy|Drama,70,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
73,"Misérables, Les (1995)",Drama|Musical,71,"['Drama', 'Musical']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
74,Bed of Roses (1996),Drama|Romance,72,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
75,Big Bully (1996),Comedy|Drama,73,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
76,Screamers (1995),Sci-Fi|Thriller,74,"['Sci-Fi', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
77,Nico Icon (1995),Documentary,75,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
78,"Crossing Guard, The (1995)",Drama,76,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
79,"Juror, The (1996)",Drama|Thriller,77,"['Drama', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
80,"White Balloon, The (Badkonake Sefid ) (1995)",Drama,78,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
81,Things to Do in Denver when You're Dead (1995),Crime|Drama|Romance,79,"['Crime', 'Drama', 'Romance']",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
82,Antonia's Line (Antonia) (1995),Drama,80,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
83,Once Upon a Time... When We Were Colored (1995),Drama,81,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
84,Last Summer in the Hamptons (1995),Comedy|Drama,82,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
85,Angels and Insects (1995),Drama|Romance,83,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
86,White Squall (1996),Adventure|Drama,84,"['Adventure', 'Drama']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
87,Dunston Checks In (1996),Children's|Comedy,85,"[""Children's"", 'Comedy']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Black Sheep (1996),Comedy,86,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Nick of Time (1995),Action|Thriller,87,"['Action', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90,"Journey of August King, The (1995)",Drama,88,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
92,Mary Reilly (1996),Drama|Thriller,89,"['Drama', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
93,Vampire in Brooklyn (1995),Comedy|Romance,90,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
94,Beautiful Girls (1996),Drama,91,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
95,Broken Arrow (1996),Action|Thriller,92,"['Action', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
96,In the Bleak Midwinter (1995),Comedy,93,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
97,"Hate (Haine, La) (1995)",Drama,94,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
98,Shopping (1994),Action|Thriller,95,"['Action', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,96,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100,City Hall (1996),Drama|Thriller,97,"['Drama', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
101,Bottle Rocket (1996),Comedy,98,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Mr. Wrong (1996),Comedy,99,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Unforgettable (1996),Thriller,100,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
104,Happy Gilmore (1996),Comedy,101,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105,"Bridges of Madison County, The (1995)",Drama|Romance,102,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,103,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
107,Muppet Treasure Island (1996),Adventure|Children's|Comedy|Musical,104,"['Adventure', ""Children's"", 'Comedy', 'Musical']",0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
108,Catwalk (1995),Documentary,105,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110,Braveheart (1995),Action|Drama|War,106,"['Action', 'Drama', 'War']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
111,Taxi Driver (1976),Drama|Thriller,107,"['Drama', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
112,Rumble in the Bronx (1995),Action|Adventure|Crime,108,"['Action', 'Adventure', 'Crime']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
113,Before and After (1996),Drama|Mystery,109,"['Drama', 'Mystery']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
114,Margaret's Museum (1995),Drama,110,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
116,Anne Frank Remembered (1995),Documentary,111,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
117,"Young Poisoner's Handbook, The (1995)",Crime,112,['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
118,If Lucy Fell (1996),Comedy|Romance,113,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
119,"Steal Big, Steal Little (1995)",Comedy,114,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Race the Sun (1996),Drama,115,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
121,"Boys of St. Vincent, The (1993)",Drama,116,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
122,Boomerang (1992),Comedy|Romance,117,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
123,Chungking Express (1994),Drama|Mystery|Romance,118,"['Drama', 'Mystery', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,119,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
125,Flirting With Disaster (1996),Comedy,120,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
126,"NeverEnding Story III, The (1994)",Adventure|Children's|Fantasy,121,"['Adventure', ""Children's"", 'Fantasy']",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
127,"Silence of the Palace, The (Saimt el Qusur) (1994)",Drama,122,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
128,Jupiter's Wife (1994),Documentary,123,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
129,Pie in the Sky (1995),Comedy|Romance,124,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
130,Angela (1995),Drama,125,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
131,Frankie Starlight (1995),Drama|Romance,126,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
132,Jade (1995),Thriller,127,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
133,Nueba Yol (1995),Comedy|Drama,128,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
134,Sonic Outlaws (1995),Documentary,129,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
135,Down Periscope (1996),Comedy,130,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
136,From the Journals of Jean Seberg (1995),Documentary,131,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
137,Man of the Year (1995),Documentary,132,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
138,"Neon Bible, The (1995)",Drama,133,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
139,Target (1995),Action|Drama,134,"['Action', 'Drama']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
140,Up Close and Personal (1996),Drama|Romance,135,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
141,"Birdcage, The (1996)",Comedy,136,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Shadows (Cienie) (1988),Drama,137,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
144,"Brothers McMullen, The (1995)",Comedy,138,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Bad Boys (1995),Action,139,['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,"Amazing Panda Adventure, The (1995)",Adventure|Children's,140,"['Adventure', ""Children's""]",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,"Basketball Diaries, The (1995)",Drama,141,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
148,"Awfully Big Adventure, An (1995)",Drama,142,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
149,Amateur (1994),Crime|Drama|Thriller,143,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
150,Apollo 13 (1995),Drama,144,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
151,Rob Roy (1995),Drama|Romance|War,145,"['Drama', 'Romance', 'War']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
152,"Addiction, The (1995)",Horror,146,['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,147,"['Action', 'Adventure', 'Comedy', 'Crime']",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
154,Belle de jour (1967),Drama,148,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
155,Beyond Rangoon (1995),Drama|War,149,"['Drama', 'War']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
156,Blue in the Face (1995),Comedy,150,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Canadian Bacon (1994),Comedy|War,151,"['Comedy', 'War']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
158,Casper (1995),Adventure|Children's,152,"['Adventure', ""Children's""]",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Clockers (1995),Drama,153,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,154,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
161,Crimson Tide (1995),Drama|Thriller|War,155,"['Drama', 'Thriller', 'War']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
162,Crumb (1994),Documentary,156,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
163,Desperado (1995),Action|Romance|Thriller,157,"['Action', 'Romance', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,158,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
165,Die Hard: With a Vengeance (1995),Action|Thriller,159,"['Action', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
166,"Doom Generation, The (1995)",Comedy|Drama,160,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
167,Feast of July (1995),Drama,161,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
168,First Knight (1995),Action|Adventure|Drama|Romance,162,"['Action', 'Adventure', 'Drama', 'Romance']",1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
169,Free Willy 2: The Adventure Home (1995),Adventure|Children's|Drama,163,"['Adventure', ""Children's"", 'Drama']",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
170,Hackers (1995),Action|Crime|Thriller,164,"['Action', 'Crime', 'Thriller']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
171,Jeffrey (1995),Comedy,165,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,166,"['Action', 'Sci-Fi', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
173,Judge Dredd (1995),Action|Adventure|Sci-Fi,167,"['Action', 'Adventure', 'Sci-Fi']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
174,Jury Duty (1995),Comedy,168,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Kids (1995),Drama,169,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
176,Living in Oblivion (1995),Comedy,170,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Lord of Illusions (1995),Horror,171,['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
178,Love & Human Remains (1993),Comedy,172,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Mad Love (1995),Drama|Romance,173,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
180,Mallrats (1995),Comedy,174,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children's,175,"['Action', ""Children's""]",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,Moonlight and Valentino (1995),Drama|Romance,176,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
183,Mute Witness (1994),Thriller,177,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
184,Nadja (1994),Drama,178,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
185,"Net, The (1995)",Sci-Fi|Thriller,179,"['Sci-Fi', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
186,Nine Months (1995),Comedy,180,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
187,Party Girl (1995),Comedy,181,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
188,"Prophecy, The (1995)",Horror,182,['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
189,Reckless (1995),Comedy,183,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
190,Safe (1995),Thriller,184,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
191,"Scarlet Letter, The (1995)",Drama,185,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
192,"Show, The (1995)",Documentary,186,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
193,Showgirls (1995),Drama,187,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
194,Smoke (1995),Drama,188,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
195,Something to Talk About (1995),Comedy|Drama|Romance,189,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
